,Unnamed: 0,content,sentiment
1749,1749,Overall good. It's OK. The hotel transportation is good.,Postive
1750,1750,"A satisfying trip, except that the weather was too hot during the day.",Postive
1751,1751,The hotel arrangements are pretty good! ! The overall itinerary is quite satisfactory!,Postive
1752,1752,"The breakfast at the hotel is good, and the pick-up and drop-off driver is also good.",Postive
1753,1753,"Very good, very satisfied!",Postive
1754,1754,The overall trip was okay.,Postive
1755,1755,"The pick-up was on time, the hotel room was very nice, and transportation was very convenient.",Postive
1756,1756,"It was a pretty good experience, overall it was pretty good, and the service was okay.",Postive
1757,1757,Well played.,Postive
1758,1758,"Overall, it was good. The only regret was that it rained for the past few days.",Postive
1759,1759,Overall this trip was good,Postive
1760,1760,Very satisfied,Postive
1761,1761,1. The travel notice was not issued in time. 2. The hotel asked for 500 yuan in advance but did not say anything.,Postive
1762,1762,good,Postive
1763,1763,I had a lot of fun and there were quite a lot of snacks.,Postive
1764,1764,good,Postive
1765,1765,"Everything we had this time was okay, and the hotel was pretty good too.",Postive
1766,1766,Good reviews,Postive
1767,1767,The airport drop-off service is not very good. The Pan Pacific Hotel is good and the breakfast is also very good.,Postive
1768,1768,The trip was pleasant. Good good good h,Postive
1769,1769,Mainly due to flight delays,Postive
1770,1770,"It was a great trip, it was super easy to arrange the itinerary by yourself",Postive
1771,1771,"It’s okay to have fun, there are many attractions in Gulangyu Island",Postive
1772,1772,"A good experience, I will choose Tongcheng next time",Postive
1773,1773,Overall it's good,Postive
1774,1774,"Overall it's good, but the hotel rooms are a bit old.",Postive
1775,1775,"This time, it is still possible to travel independently on the same trip. It saves trouble and is convenient...",Postive
1776,1776,"Overall, it’s good. I look forward to choosing the same trip again!",Postive
1777,1777,"Xiamen is quite nice, suitable for couples to visit!",Postive
1778,1778,"When I booked a free trip with Tongcheng, the service was pretty good in all aspects.",Postive
1779,1779,very good. The service is very attentive.,Postive
1780,1780,Have fun,Postive
1781,1781,Overall pretty good,Postive
1782,1782,Good,Postive
1783,1783,"Give it 4.9 points, there is a little room for improvement",Postive
1784,1784,good,Postive
1785,1785,very satisfied. Very thoughtful. Good service,Postive
1786,1786,"Overall very good, very satisfied",Postive
1787,1787,The whole trip was actually pretty good.,Postive
1788,1788,Travel freely and have a good time,Postive
1789,1789,The experience reviews are positive. Keep booking for your next trip,Postive
1790,1790,"Very satisfied, had a lot of fun",Postive
1791,1791,"Nice hotel, good itinerary",Postive
1792,1792,very nice,Postive
1793,1793,The hotel's location and hardware facilities are very good,Postive
1794,1794,Not bad. Very good. I will go there again next time.,Postive
1795,1795,It was a nice stay and the service was pretty good.,Postive
1796,1796,not bad. The seats arranged by the hotel are very good and very convenient.,Postive
1797,1797,It was a great time. Consultant Xu Xianxiu handled the problem in a timely manner!,Postive
1798,1798,Good,Postive
1799,1799,The service is first-class and the customer service specialists are highly qualified. I will only book tours on the same trip in the future.,Postive
1800,1800,"Good hotel, good service, good environment",Postive
1801,1801,The plane was delayed. The flight that was after 12 o'clock did not leave until after 2 o'clock.,Postive
1802,1802,The sea view room is really great and absolutely worth it!,Postive
1803,1803,very good,Postive
1804,1804,Overall good reviews,Postive
1805,1805,The flight was good and the return time was convenient. The Sheraton Hotel is as good as ever. Free travel is good.,Postive
1806,1806,very good,Postive
1807,1807,"Very good, the hotel has convenient transportation",Postive
1808,1808,"Overall satisfied with the hotel and route, and the service was also very good",Postive
1809,1809,Overall good,Postive
1810,1810,A pleasant and relaxing outing.,Postive
1811,1811,"I was very satisfied with the accommodation and flight services, and it was a comfortable stay.",Postive
1812,1812,"Overall not bad, continue to pay attention",Postive
1813,1813,"There is no arrangement for the free travel itinerary, so I can do it by myself, and I am satisfied with the arrangement.",Postive
1814,1814,It was a good time and the hotel was okay too,Postive
1815,1815,Good service<br>Worth buying product,Postive
1816,1816,"To get tickets to Gulangyu Island, you must buy them in advance.",Postive
1817,1817,I think the hotel swimming pool is relatively small and the rest is okay.,Postive
1818,1818,The overall trip felt good. I will book it from the same trip next time.,Postive
1819,1819,Very satisfied very satisfied very satisfied very satisfied,Postive
1820,1820,Good reviews.,Postive
1821,1821,The hotel is too expensive and not worth the price. I don’t know if it has five stars.,Postive
1822,1822,The environment at Pan Pacific is really great and the service is very good,Postive
1823,1823,The customer service staff was very satisfied and the itinerary was arranged well.,Postive
1824,1824,"Overall, it's good. I will choose Tongcheng again if I have the opportunity in the future.",Postive
1825,1825,"Arriving early in the morning on the return trip, the return trip was late. Others were okay.",Postive
1826,1826,Very satisfied,Postive
1827,1827,The service level of local hotels is average and I hope it can be improved. Others are generally pretty good.,Postive
1828,1828,All good,Postive
1829,1829,flight canceled,Postive
1830,1830,"The train ride is okay, more convenient than flying, and the hotel's breakfast is good.",Postive
1831,1831,"Okay, pretty good",Postive
1832,1832,Great for group photos. . . . . . . .,Postive
1833,1833,good,Postive
1834,1834,The hotel is great and the service is very attentive!,Postive
1835,1835,So confused? I'm in front of you and you can choose,Postive
1836,1836,Have a good time,Postive
1837,1837,not bad,Postive
1838,1838,"Everything was good, but the return flight was too late.",Postive
1839,1839,A great trip. Tongcheng is very helpful.,Postive
1840,1840,Overall not bad,Postive
1841,1841,fine,Postive
1842,1842,"Quite satisfied, not bad",Postive
1843,1843,The waiting time for the pick-up car was a bit long. Everything else was good. The hotel was very good.,Postive
1844,1844,The hotel is nice and the flight was not delayed.,Postive
1845,1845,Not bad. Come back next time. Already come back even,Postive
1846,1846,Overall feeling very satisfied,Postive
1847,1847,"The accommodation was good, the hotel was a bit low, but the room I stayed in was quite high.",Postive
1848,1848,I was very satisfied with the hotel and had a great time during this trip.,Postive
1849,1849,"They are all pretty good, and the customer service is very patient.",Postive
1850,1850,Have a great time!,Postive
1851,1851,Everything is okay,Postive
1852,1852,"Except for the flight delay, everything else was okay",Postive
1853,1853,"I was very happy on this trip, everything went well",Postive
1854,1854,I am very satisfied with this trip. The service provided by Tongcheng is very meticulous.,Postive
1855,1855,Everything goes well on this trip,Postive
1856,1856,"Overall it's pretty good, I support Tongcheng",Postive
1857,1857,Not bad Very good,Postive
