,content,sentiment
40,总的来说，玩的不错！第一天去云水谣，廖导带队，幽默搞笑！路程比较远，中间逛了逛，自愿购物咖啡零食啥的，买不少，到了景点，去地接导游家里喝茶，买了不少茶叶，当然也是自愿的，耳根子软，不太会拒绝的我，真的不该常出门，不过茶叶不错，是因为东西不错，所以才想买的！第二天鼓浪屿，反正就是一路逛吃逛吃，不知道哪家好吃，林伟明导游给予推荐，导游会推荐，找导游，问导游，导游知无不言，因为大多数东西贵不说，不健康才是重点，老公就是吃了然后肚子不舒服！第三天，是琴琴导游，也不错，三天的导游都很热情，很负责，之前还担心万一碰到那种导游影响心情怎么办？然后我的担心是多余的！住的地方是润祥隆，还可以，但是觉得浴巾毛巾好像没换，第一天和第二天睡圆床，床单感觉没换，后来两晚就住的普通的了，床上用品换了，毛巾浴巾也不知道就是那样还是怎的，就感觉没换，早餐不咋地，鸡蛋还规定每人只能拿一个，虽然我不吃鸡蛋，但是这规定，有点不舒服😭！鼓浪屿住的不错，有小阳台，床垫枕头好像是乳胶的，很是欢喜，之前还看评价说鼓浪屿会住的一般，所以没抱希望，但是住了却发现很惊喜！鼓浪屿住的酒店说是含早餐，但是有的时候哪都找不到人，更别说吃早餐了，自己去码头买了一个三个小笼包五元，一杯豆浆五元，一个藕粉的包子五元，老公要了个手抓饼，十五元，东西贵还不好吃，不知道饭钱是不是会返还，因为说是含餐，还有第三天的骑行，也没让我们骑，是不是可以一并退呢？！那边的水果可以，芒果比我们这边便宜几块，菠萝太甜，甜的我感觉是用糖水泡了，不知道是不是原来就那样！,正
41,可爱负责的黄麋鹿导游，使整个旅途充实又愉快！两个字“完美”。<br>一直都想来厦门，终于还是来了，来厦门，除了鼓浪屿中山路曾厝垵，你还可以这么玩！<br>厦门给人的感觉，从没有什么大山大河的壮阔，也没有浓情烈酒的刺激；厦门，是一杯温热的铁观音，清新的，温暖的。这里的旅行，不必起早贪黑，长途跋涉，厦门，是你的栖息地，有时间，随意，顺心走走即可。反正，这是一座，值得你一来再来的城市。<br>厦门攻略：1.到了鼓浪屿不要请导游乱带路<br>                    2.不要去珍奇世界很**逼<br>                    3.颠倒世界自己挤时间去的<br>                    4.海鲜很便宜放开吃<br>                    5.防晒 防套路,正
42,第一日抵达厦门～因为天气飞机晚点了两个小时，经过了一个多小时的飞程安全抵达，等了一会有接机专车把我们一一安排回酒店入住，第二天云水谣一日游真是太折腾人啦！12个小时只游了3个小时左右～其余时间都是在车上度过的，第三天南普陀寺和厦门大学，这天也是雨水绵绵不断～紧凑的逛了一下，因为厦门大学没有开～所以也只是远远的观望一下，挺遗憾的，然后导游带我们去了曾厝垵小吃街和环岛骑行，小吃的确挺多的，但没有机会都能尝尝因为时间太紧凑啦～这天行程是我们自己自费打车回酒店的，这个我需要申诉一下，因为集合回酒店的时候也就是3点钟，另外也没有其他的行程安排，这个的话导游应该根据当时情况安排游玩时间，两个半小时两吃饭和玩搞得匆匆芒芒，又不是在家吃饭～什么都需要排队，第四天本来行程是去鼓浪屿的～因为下雨有台风所以这天一直是待在酒店的，第五天晚上的返回行程～这天导游安排了我们去鼓浪屿～在岛上的游玩时间虽然也是比较紧凑的，不过也没有留遗憾，总体来说还是可以的，导游都比较细心，有机会一定选择自由行,正
43,首先，厦门是个值得去的地方，风景美，环境美，小吃丰富。永丽达酒店最大的优势是位置，就在中山路步行街上面，购物吃饭逛街一条龙解决。可是第一天到厦门0度，酒店居然空调没开冷气，加上房间没有外窗，差点没中暑，联系了前台换了个有外窗的酒店稍微好点，酒店客服答复说厦门没到开冷气的时候，所以他们也没办法。第二天跟团出行的团友里住喜来登的，人家冷气照开，难道永丽达舍不得电费能源费？？除了酒店这个问题，其他都安排的可以，鼓浪屿一日游地接导游王艺芳挺认真负责，谅解也挺详细不带稿子，专业。幸亏第二天温度降到20度，不然我真要在酒店发火了。不过这骤降的天气也把家属冻感冒了，所以第三天自由行都没玩，只休息了。,正
44,第一天，飞机晚点<br>第二天的导游和司机都很好，到了云水谣景区当地导游就开始推销自己家的茶叶，结果有些人买茶叶，有些人等了一个小时还不去下个景点，就自行去下一个景点了，沿途的风景很好，榕树，瀑布都很漂亮<br>第三天在雨里等了半个多小时导游才来接人，司机违停可能被拍照了，脾气不太好，导游服务很好，也很幽默<br>第四天还是一如既往的飞机晚点<br>总体来说导游服务很好，景色也很美，云水谣景区基本上都是鹅卵石路建议大家一定要穿平底鞋，鼓浪屿上是没有任何交通工具的，全程要走路，亲们要自己看着办了，不要买太多东西，中山路步行街可以自己去逛逛，小吃街可以去试试，特产那边也有卖的，厦门大学有芙蓉隧道还有情人谷，如果时间充裕一定要去看。,正
45,带着父母，儿子一家五人从寒冷的北方到厦门，用老爸的话形容:气候温暖，植物葱绿，空气新鲜！住的地方很宽敞，周围就是居民区，可随意，便宜买到日用品，唯一不足是楼下ktv，有点吵闹。第一天，改机后早到休息后去中山路，中山路人不多，找了两个店吃小吃，赖皮鸭排队买的，好吃;旁边的丸子店有点小贵，黄则和花生汤名不虚传，糯糯的，热乎乎的，其他小吃可选一块一块吃吃看。第二天土楼，云水谣，客家风情，拍出的照片美美的，小雨说来就来，雨中云水谣，别有风味。父母脚程不错，儿子紧跟导游，一家人在一起感觉真好。鹅卵石小路，轻松上万步，建议穿舒服的鞋子。第三天胡里山炮台，见证历史;遇见鼓浪屿，享受小资！鼓浪屿上的名店吃点东西都得排队，你看队伍排的长就尝尝吧！每一条街，每个拐角，每个别墅，每个雕塑都有点说法，这里需要时间去品味！第四天，香火缭绕的南普陀，美美的厦大，大爱的集美学村，乱乱的曾厝垵，个人建议别在曾厝垵里浪费时间，不如在环岛路上走一走，骑一骑自行车。第五天自由行，孩子和他爸去厦门科技馆，我带父母窜公园，海湾公园听浪，白鹭洲公园闲走，呼吸着新鲜空气，感觉一切都很好。会合后sm广场吃饭，等待送机。晚上回到家，累并快乐着，因为爱的人都在身边！,正
46,此次全家厦门之旅很开心，5天4夜的行程在厦门实际停留时间达到4.5天，应该说安排非常合理，是跟团游加自助游的完美结合。第一天中午到达，第五天晚上回城飞机，足足有1.5天自由行程，很好的弥补跟团游赶时间景点的不足。我们虽然是大团散拼，游客报名来自不同**，但是负责接待的风行天下**安排非常好，接机、送站、景点、酒店安排的井然有序，导游李等等讲解非常好，加深了我们对厦门文化风土人情的更好的了解。厦门不愧为海滨城市，城市环境干净，整洁优美，小吃种类丰富，特别司机礼让斑马线行人让人印象深刻。同程旅游客服报名后全程跟踪，鼓浪屿和海滨大道又分别赠送了免费无线耳麦和双人自行车游，让人倍感体贴温馨。每次都报名同程，现在是越来越喜欢同程了。感谢同程旅游给我们全家带来的美好的厦门之旅。,正
47,"day1,行程单上写的赠送肉粽，为了吃肉粽，坐四十五路到中山路步行街，谢谢厦门的导游小夏😋帮忙可以解决了报销。又吃了一碗沙茶面面口感不筋道了，面汤味道不错，第一次见占着麻酱的肉粽里边还有板栗红烧肉，好吃。海鲜街好多大龙虾烧烤超级大。。还有好多卖衣服的地方，捎带手买了一个连衣裙和一条裤子,<br>day2，云水谣土楼一日游，厦门岛到目的地的行程时间很长，六个小时左右，山路弯弯绕绕，但是路两旁的绿树成荫，香蕉树各种花果树，过了三个特别长的隧道。看了三个土楼，导游在车上说了好多厦门的特色睡一觉已经忘了差不多了😂，太阳特别晒，中午的一顿团餐味道一般般。<br>day3.白城沙滩加厦门鼓浪屿,比昨天还累，出了好几身汗，鼓浪屿上买了姜母鸭,跟妈妈在店里试吃了好几轮,鼓浪屿上每个小店装修的都特别有特色，非常适合慢慢的逛慢慢的欣赏慢慢的拍照,也许若干年以后还会再来.<br>day4.厦门大学南普陀寺，环岛路曾厝安已经没有劲看了，每个景点都是坐那歇着了，好累<br><br>卢静妍旅游顾问😋非常耐心赞哦，第一天的东北人高导游😋人特别好，跟我们说了好多特别善谈能聊，后几天的陈导游😋很耐心.赞👍",正
48,首先说一下同程的客服都不错，因为人数一直确定不了，麻烦了客服很多次。第一天带我们去云水谣的两个导游都姓黄，总体不错。后面两天行程的是小苏导游，这里要重点说一下。😃小苏导人很风趣，时间交接上也是安排的蛮好。特别是最后一天因为我们回程的时间跟行程有冲突，所以小苏导提前帮我们安排好车子接送。由于要提前结束行程，在厦大就要把行李拿下车。正当我们一筹莫展以为要拖着行李逛厦大的时候，苏导说他帮我们把行李拿去寄存。天真的很热，而我们五个人的行李又非常多，我们说自己送过去，他说不用，在烈日下和另外一个帅哥送了一趟又一趟。真心为他们点赞。,正
49,美丽的厦门确实很吸引人，真真是不虚此行。<br>住宿篇：入住的是晶裕酒店，酒店的周边属于有住宅区，所以生活很方便，但是酒店的住宿一般，房间电视不能选台，空调效果不好，跟前台反应也没有得到解决，要求增加被子也不理睬，差评～<br>出游篇：导游们对整个行程安排都非常合理，每个地方自由活动时间给的都比较充裕，全程没有任何强制消费。非常满意<br>导游篇：导游阿邱热情幽默，导游小林细心温和。无论在车上还是景点，导游们讲解介绍的时候内容丰富且风趣，会加入自己的见闻理解，完全没有那种照本宣科的**板，容易让人印象深刻。特别棒～<br>小吃篇：美味小吃特别多，推荐鼓浪屿上沈家肠粉、林氏鱼丸、张三疯奶茶、小马哥起司土豆；还有花生汤，烤螺丝肉、土笋冻等等。,正
